from,to, exports ,exports.log
26,40,126,2.100370545
26,42,"1,813",3.258397804
26,47,37,1.568201724
27,0,80,1.903089987
27,1,"1,620",3.209515015
27,43,1,0
27,2,"7,934",3.899492196
27,3,177,2.247973266
27,4,35,1.544068044
27,54,3,0.477121255
27,55,1,0
27,57,9,0.954242509
27,5,237,2.374748346
27,6,"6,545",3.815909651
27,7,603,2.780317312
27,8,498,2.697229343
27,9,666,2.823474229
27,10,"12,278",4.089127629
27,11,678,2.831229694
27,12,"1,276",3.105850674
27,13,108,2.033423755
27,52,0,#NUM!
27,14,427,2.630427875
27,15,"5,849",3.767081621
27,16,"2,988",3.475380593
27,17,664,2.822168079
27,61,"1,678",3.224791956
27,18,51,1.707570176
27,19,494,2.693726949
27,20,6,0.77815125
27,21,24,1.380211242
27,22,"4,274",3.630834518
27,23,"5,509",3.741072772
27,24,710,2.851258349
27,48,17,1.230448921
27,56,2,0.301029996
27,25,43,1.633468456
27,53,5,0.698970004
27,26,42,1.62324929
27,28,124,2.093421685
27,44,20,1.301029996
27,58,7,0.84509804
27,29,53,1.72427587
27,30,"2,087",3.319522449
27,49,3,0.477121255
27,31,"4,202",3.623456048
27,32,746,2.872738827
27,59,1,0
27,51,25,1.397940009
27,45,9,0.954242509
27,33,817,2.912222057
27,34,635,2.802773725
27,35,196,2.292256071
27,36,802,2.904174368
27,60,842,2.925312091
27,50,11,1.041392685
27,37,180,2.255272505
27,38,117,2.068185862
27,39,"1,677",3.224533063
27,41,356,2.551449998
27,46,105,2.021189299
27,40,116,2.064457989
27,42,283,2.451786436
27,47,9,0.954242509
28,0,13,1.113943352
28,1,117,2.068185862
28,43,9,0.954242509
28,2,222,2.346352974
28,3,20,1.301029996
28,4,4,0.602059991
28,54,3,0.477121255
28,55,1,0
28,57,2,0.301029996
28,5,54,1.73239376
28,6,530,2.72427587
28,7,103,2.012837225
28,8,84,1.924279286
28,9,99,1.995635195
28,10,958,2.981365509
28,11,533,2.726727209
28,12,237,2.374748346
28,13,"1,141",3.057285644
28,52,0,#NUM!
28,14,326,2.5132176
28,15,380,2.579783597
28,16,717,2.855519156
28,17,31,1.491361694
28,61,5,0.698970004
28,18,4,0.602059991
28,19,45,1.653212514
28,20,1,0
28,21,17,1.230448921
28,22,81,1.908485019
28,23,180,2.255272505
28,24,51,1.707570176
28,48,84,1.924279286
28,56,19,1.278753601
28,25,70,1.84509804
28,53,1,0
28,26,"1,370",3.136720567
28,27,20,1.301029996
28,44,26,1.414973348
28,58,7,0.84509804
28,29,9,0.954242509
28,30,12,1.079181246
28,49,7,0.84509804
28,31,315,2.498310554
28,32,571,2.756636108
28,59,1,0
28,51,31,1.491361694
28,45,24,1.380211242
28,33,482,2.683047038
28,34,14,1.146128036
28,35,23,1.361727836
28,36,"1,088",3.036628895
28,60,22,1.342422681
28,50,1,0
28,37,47,1.672097858
28,38,42,1.62324929
28,39,869,2.939019776
28,41,4,0.602059991
28,46,209,2.320146286
28,40,70,1.84509804
28,42,233,2.367355921
28,47,10,1
44,0,"9,377",3.972063916
44,1,131,2.117271296
44,43,"1,895",3.277609214
44,2,704,2.847572659
44,3,32,1.505149978
44,4,604,2.781036939
44,54,577,2.761175813
44,55,8,0.903089987
44,57,266,2.424881637
44,5,797,2.901458321
44,6,729,2.862727528
44,7,"16,555",4.218929185
44,8,11,1.041392685
44,9,257,2.409933123
44,10,"3,636",3.560623875
44,11,174,2.240549248
44,12,386,2.586587305
44,13,43,1.633468456
44,52,76,1.880813592
44,14,138,2.139879086
44,15,"1,209",3.082426301
44,16,"2,002",3.301464073
44,17,134,2.127104798
44,61,"1,781",3.250663919
44,18,15,1.176091259
44,19,152,2.181843588
44,20,"5,601",3.748265573
44,21,"5,366",3.729650668
44,22,968,2.985875357
44,23,691,2.839478047
44,24,"14,899",4.17315712
44,48,75,1.875061263
44,56,17,1.230448921
44,25,"5,212",3.717004407
44,53,164,2.214843848
44,26,33,1.51851394
44,27,11,1.041392685
44,28,24,1.380211242
44,58,182,2.260071388
44,29,941,2.973589623
44,30,31,1.491361694
44,49,50,1.698970004
44,31,"4,301",3.633569443
44,32,323,2.509202522
44,59,103,2.012837225
44,51,"1,622",3.21005085
44,45,"4,231",3.626443025
44,33,452,2.655138435
44,34,51,1.707570176
44,35,69,1.838849091
44,36,423,2.626340367
44,60,"13,419",4.127720153
44,50,750,2.875061263
44,37,97,1.986771734
44,38,72,1.857332496
44,39,275,2.439332694
44,41,"4,069",3.60948769
44,46,"7,468",3.873204309
44,40,459,2.661812686
44,42,"10,575",4.024280376
44,47,"4,241",3.627468272
58,0,24,1.380211242
58,1,5,0.698970004
58,43,1,0
58,2,5,0.698970004
58,3,3,0.477121255
58,4,6,0.77815125
58,54,4,0.602059991
58,55,2,0.301029996
58,57,3,0.477121255
58,5,40,1.602059991
58,6,8,0.903089987
58,7,66,1.819543936
58,8,3,0.477121255
58,9,9,0.954242509
58,10,79,1.897627091
58,11,12,1.079181246
58,12,9,0.954242509
58,13,6,0.77815125
58,52,0,#NUM!
58,14,5,0.698970004
58,15,7,0.84509804
58,16,550,2.740362689
58,17,6,0.77815125
58,61,7,0.84509804
58,18,3,0.477121255
58,19,6,0.77815125
58,20,15,1.176091259
58,21,68,1.832508913
58,22,10,1
58,23,7,0.84509804
58,24,144,2.158362492
58,48,39,1.591064607
58,56,2,0.301029996
58,25,39,1.591064607
58,53,1,0
58,26,8,0.903089987
58,27,3,0.477121255
58,28,8,0.903089987
58,44,16,1.204119983
58,29,8,0.903089987
58,30,4,0.602059991
58,49,1,0
58,31,33,1.51851394
58,32,5,0.698970004
58,59,1,0
58,51,6,0.77815125
58,45,8,0.903089987
58,33,9,0.954242509
58,34,5,0.698970004
58,35,10,1
58,36,33,1.51851394
58,60,1,0
58,50,18,1.255272505
58,37,7,0.84509804
58,38,6,0.77815125
58,39,6,0.77815125
58,41,28,1.447158031
58,46,111,2.045322979
58,40,8,0.903089987
58,42,131,2.117271296
58,47,2,0.301029996
29,0,"1,704",3.23146959
29,1,177,2.247973266
29,43,8,0.903089987
29,2,"1,183",3.072984745
29,3,12,1.079181246
29,4,"4,639",3.666424373
29,54,9,0.954242509
29,55,2,0.301029996
29,57,6,0.77815125
29,5,"21,041",4.323066376
29,6,"1,047",3.019946682
29,7,"6,636",3.821906377
29,8,7,0.84509804
29,9,435,2.638489257
29,10,"4,423",3.645716939
29,11,170,2.230448921
29,12,"4,086",3.611298362
29,13,14,1.146128036
29,52,1,0
29,14,135,2.130333768
29,15,"2,158",3.33405144
29,16,"2,151",3.33264041
29,17,17,1.230448921
29,61,165,2.217483944
29,18,6,0.77815125
29,19,223,2.348304863
29,20,190,2.278753601
29,21,"1,719",3.235275877
29,22,547,2.737987326
29,23,"1,209",3.082426301
29,24,"4,419",3.645324002
29,48,69,1.838849091
29,56,8,0.903089987
29,25,"2,274",3.35679046
29,53,5,0.698970004
29,26,71,1.851258349
29,27,33,1.51851394
29,28,25,1.397940009
29,44,311,2.492760389
29,58,6,0.77815125
29,30,4,0.602059991
29,49,14,1.146128036
29,31,"1,080",3.033423755
29,32,172,2.235528447
29,59,4,0.602059991
29,51,59,1.770852012
29,45,118,2.071882007
29,33,347,2.540329475
29,34,59,1.770852012
29,35,111,2.045322979
29,36,205,2.311753861
29,60,647,2.810904281
29,50,13,1.113943352
29,37,60,1.77815125
29,38,19,1.278753601
29,39,115,2.06069784
29,41,466,2.668385917
29,46,527,2.721810615
29,40,889,2.948901761
29,42,"284,251",5.453702001
29,47,205,2.311753861
30,0,14,1.146128036
30,1,382,2.582063363
30,43,2,0.301029996
30,2,255,2.40654018
30,3,74,1.86923172
30,4,9,0.954242509
30,54,2,0.301029996
30,55,1,0
30,57,2,0.301029996
30,5,237,2.374748346
30,6,211,2.324282455
30,7,57,1.755874856
30,8,107,2.029383778
30,9,177,2.247973266
30,10,302,2.480006943
30,11,256,2.408239965
30,12,57,1.755874856
30,13,57,1.755874856
30,52,0,#NUM!
30,14,29,1.462397998
30,15,482,2.683047038
30,16,"3,368",3.527372083
30,17,104,2.017033339
30,61,2,0.301029996
30,18,88,1.944482672
30,19,64,1.806179974
30,20,1,0
30,21,4,0.602059991
30,22,68,1.832508913
30,23,846,2.927370363
30,24,87,1.939519253
30,48,29,1.462397998
30,56,2,0.301029996
30,25,30,1.477121255
30,53,0,#NUM!
30,26,48,1.681241237
30,27,214,2.330413773
30,28,19,1.278753601
30,44,30,1.477121255
30,58,5,0.698970004
30,29,18,1.255272505
30,49,3,0.477121255
30,31,342,2.534026106
30,32,558,2.746634199
30,59,1,0
30,51,11,1.041392685
30,45,22,1.342422681
30,33,236,2.372912003
30,34,9,0.954242509
30,35,481,2.682145076
30,36,27,1.431363764
30,60,18,1.255272505
30,50,1,0
30,37,62,1.792391689
30,38,18,1.255272505
30,39,503,2.701567985
30,41,2,0.301029996
30,46,153,2.184691431
30,40,177,2.247973266
30,42,107,2.029383778
30,47,19,1.278753601
49,0,16,1.204119983
49,1,4,0.602059991
49,43,2,0.301029996
49,2,4,0.602059991
49,3,2,0.301029996
49,4,3,0.477121255
49,54,1,0
49,55,3,0.477121255
49,57,2,0.301029996
49,5,4,0.602059991
49,6,20,1.301029996
49,7,"4,571",3.660011221
49,8,1,0
49,9,4,0.602059991
49,10,16,1.204119983
49,11,10,1
49,12,4,0.602059991
49,13,3,0.477121255
49,52,2,0.301029996
49,14,3,0.477121255
49,15,11,1.041392685
49,16,192,2.283301229
49,17,2,0.301029996
49,61,15,1.176091259
49,18,1,0
49,19,3,0.477121255
49,20,5,0.698970004
49,21,10,1
49,22,4,0.602059991
49,23,80,1.903089987
49,24,50,1.698970004
49,48,9,0.954242509
49,56,7,0.84509804
49,25,19,1.278753601
49,53,2,0.301029996
49,26,4,0.602059991
49,27,2,0.301029996
49,28,3,0.477121255
49,44,6,0.77815125
49,58,1,0
49,29,4,0.602059991
49,30,2,0.301029996
49,31,10,1
49,32,3,0.477121255
49,59,4,0.602059991
49,51,2,0.301029996
49,45,4,0.602059991
49,33,4,0.602059991
49,34,3,0.477121255
49,35,4,0.602059991
49,36,353,2.547774705
49,60,4,0.602059991
49,50,1,0
49,37,3,0.477121255
49,38,3,0.477121255
49,39,3,0.477121255
49,41,5,0.698970004
49,46,10,1
49,40,4,0.602059991
49,42,65,1.812913357
49,47,8,0.903089987
31,0,"3,599",3.556181847
31,1,"3,607",3.557146142
31,43,211,2.324282455
31,2,"49,754",4.696828002
31,3,677,2.830588669
31,4,"3,994",3.601408061
31,54,51,1.707570176
31,55,2,0.301029996
31,57,19,1.278753601
31,5,"2,792",3.445915414
31,6,"8,160",3.911690159
31,7,"14,711",4.167642195
31,8,343,2.53529412
31,9,"4,783",3.679700381
31,10,"141,821",5.151740543
31,11,"5,707",3.756407873
31,12,"11,758",4.070333456
31,13,648,2.811575006
31,52,3,0.477121255
31,14,"3,977",3.599555591
31,15,"41,447",4.617493101
31,16,"43,137",4.634849938
31,17,"1,337",3.126131407
31,61,"9,729",3.988068203
31,18,546,2.737192643
31,19,"2,903",3.462847036
31,20,"1,149",3.060320029
31,21,"2,948",3.469527479
31,22,"16,089",4.206529052
31,23,"27,137",4.433561835
31,24,"3,295",3.517855419
31,48,244,2.387389826
31,56,22,1.342422681
31,25,"3,479",3.541454429
31,53,12,1.079181246
31,26,818,2.912753304
31,27,"1,586",3.200303183
31,28,456,2.658964843
31,44,"1,376",3.138618434
31,58,18,1.255272505
31,29,"1,662",3.220631019
31,30,995,2.997823081
31,49,15,1.176091259
31,32,"5,204",3.716337288
31,59,22,1.342422681
31,51,361,2.557507202
31,45,536,2.72916479
31,33,"8,162",3.91179659
31,34,"2,397",3.379668034
31,35,"1,876",3.273232834
31,36,"5,197",3.715752717
31,60,"7,800",3.892094603
31,50,118,2.071882007
31,37,"1,264",3.101747074
31,38,551,2.741151599
31,39,"8,198",3.913707914
31,41,"2,381",3.376759395
31,46,885,2.946943271
31,40,"3,703",3.568553712
31,42,"27,250",4.435366507
31,47,544,2.7355989
32,0,467,2.669316881
32,1,295,2.469822016
32,43,30,1.477121255
32,2,"4,041",3.60648885
32,3,34,1.531478917
32,4,"2,814",3.449324093
32,54,7,0.84509804
32,55,1,0
32,57,2,0.301029996
32,5,"1,785",3.25163822
32,6,347,2.540329475
32,7,"3,350",3.525044807
32,8,19,1.278753601
32,9,178,2.250420002
32,10,"15,301",4.184719815
32,11,"5,686",3.754806855
32,12,"3,573",3.553033016
32,13,182,2.260071388
32,52,0,#NUM!
32,14,"2,208",3.343999069
32,15,"8,997",3.95409772
32,16,"20,290",4.307282047
32,17,188,2.274157849
32,61,103,2.012837225
32,18,49,1.69019608
32,19,106,2.025305865
32,20,141,2.149219113
32,21,332,2.521138084
32,22,897,2.952792443
32,23,"1,318",3.11991541
32,24,"2,011",3.303412071
32,48,54,1.73239376
32,56,6,0.77815125
32,25,"2,801",3.447313109
32,53,1,0
32,26,655,2.8162413
32,27,535,2.728353782
32,28,145,2.161368002
32,44,234,2.369215857
32,58,4,0.602059991
32,29,176,2.245512668
32,30,53,1.72427587
32,49,3,0.477121255
32,31,"3,251",3.512016969
32,59,2,0.301029996
32,51,31,1.491361694
32,45,58,1.763427994
32,33,"3,041",3.48301642
32,34,231,2.36361198
32,35,144,2.158362492
32,36,"2,626",3.419294722
32,60,"2,264",3.354876423
32,50,16,1.204119983
32,37,28,1.447158031
32,38,18,1.255272505
32,39,"9,846",3.993259831
32,41,356,2.551449998
32,46,394,2.595496222
32,40,897,2.952792443
32,42,"5,663",3.753046562
32,47,116,2.064457989
59,0,14,1.146128036
59,1,3,0.477121255
59,43,1,0
59,2,4,0.602059991
59,3,5,0.698970004
59,4,2,0.301029996
59,54,2,0.301029996
59,55,19,1.278753601
59,57,1,0
59,5,6,0.77815125
59,6,70,1.84509804
59,7,32,1.505149978
59,8,0,#NUM!
59,9,2,0.301029996
59,10,79,1.897627091
59,11,3,0.477121255
59,12,4,0.602059991
59,13,1,0
59,52,0,#NUM!
59,14,1,0
59,15,7,0.84509804
59,16,24,1.380211242
59,17,1,0
59,61,4,0.602059991
59,18,1,0
59,19,1,0
59,20,2,0.301029996
59,21,498,2.697229343
59,22,1,0
59,23,6,0.77815125
59,24,17,1.230448921
59,48,6,0.77815125
59,56,1,0
59,25,16,1.204119983
59,53,0,#NUM!
59,26,1,0
59,27,1,0
59,28,1,0
59,44,4,0.602059991
59,58,2,0.301029996
59,29,1,0
59,30,1,0
59,49,1,0
59,31,3,0.477121255
59,32,2,0.301029996
59,51,4,0.602059991
59,45,4,0.602059991
59,33,2,0.301029996
59,34,1,0
59,35,2,0.301029996
59,36,9,0.954242509
59,60,4,0.602059991
59,50,0,#NUM!
59,37,1,0
59,38,3,0.477121255
59,39,2,0.301029996
59,41,2,0.301029996
59,46,22,1.342422681
59,40,7,0.84509804
59,42,52,1.716003344
59,47,1,0
51,0,582,2.764922985
51,1,27,1.431363764
51,43,566,2.752816431
51,2,430,2.633468456
51,3,16,1.204119983
51,4,51,1.707570176
51,54,2,0.301029996
51,55,1,0
51,57,49,1.69019608
51,5,230,2.361727836
51,6,159,2.201397124
51,7,"2,238",3.349860082
51,8,6,0.77815125
51,9,52,1.716003344
51,10,"1,009",3.003891166
51,11,92,1.963787827
51,12,500,2.698970004
51,13,27,1.431363764
51,52,2,0.301029996
51,14,49,1.69019608
51,15,410,2.612783857
51,16,"1,230",3.089905111
51,17,50,1.698970004
51,61,458,2.660865478
51,18,8,0.903089987
51,19,15,1.176091259
51,20,502,2.700703717
51,21,520,2.716003344
51,22,80,1.903089987
51,23,567,2.753583059
51,24,260,2.414973348
51,48,52,1.716003344
51,56,5,0.698970004
51,25,486,2.686636269
51,53,22,1.342422681
51,26,31,1.491361694
51,27,3,0.477121255
51,28,19,1.278753601
51,44,96,1.982271233
51,58,9,0.954242509
51,29,111,2.045322979
51,30,7,0.84509804
51,49,1,0
51,31,494,2.693726949
51,32,52,1.716003344
51,59,7,0.84509804
51,45,103,2.012837225
51,33,97,1.986771734
51,34,110,2.041392685
51,35,34,1.531478917
51,36,136,2.133538908
51,60,135,2.130333768
51,50,197,2.294466226
51,37,10,1
51,38,26,1.414973348
51,39,89,1.949390007
51,41,129,2.11058971
51,46,141,2.149219113
51,40,408,2.610660163
51,42,"2,227",3.347720217
51,47,189,2.276461804
45,0,"1,627",3.211387553
45,1,78,1.892094603
45,43,53,1.72427587
45,2,259,2.413299764
45,3,11,1.041392685
45,4,359,2.555094449
45,54,27,1.431363764
45,55,5,0.698970004
45,57,24,1.380211242
45,5,"1,385",3.141449773
45,6,477,2.678518379
45,7,"7,082",3.850155922
45,8,3,0.477121255
45,9,111,2.045322979
45,10,"3,203",3.505556939
45,11,63,1.799340549
45,12,260,2.414973348
45,13,5,0.698970004
45,52,1,0
45,14,95,1.977723605
45,15,510,2.707570176
45,16,"3,036",3.482301767
45,17,10,1
45,61,411,2.613841822
45,18,3,0.477121255
45,19,251,2.399673721
45,20,924,2.965671971
45,21,272,2.434568904
45,22,853,2.930949031
45,23,359,2.555094449
45,24,"12,471",4.095901279
45,48,40,1.602059991
45,56,3,0.477121255
45,25,"3,362",3.526597709
45,53,8,0.903089987
45,26,7,0.84509804
45,27,7,0.84509804
45,28,3,0.477121255
45,44,"1,970",3.294466226
45,58,11,1.041392685
45,29,342,2.534026106
45,30,12,1.079181246
45,49,5,0.698970004
45,31,"2,250",3.352182518
45,32,91,1.959041392
45,59,7,0.84509804
45,51,68,1.832508913
45,33,72,1.857332496
45,34,13,1.113943352
45,35,19,1.278753601
45,36,59,1.770852012
45,60,"3,080",3.488550717
45,50,46,1.662757832
45,37,26,1.414973348
45,38,6,0.77815125
45,39,158,2.198657087
45,41,"1,704",3.23146959
45,46,"2,940",3.46834733
45,40,55,1.740362689
45,42,"9,619",3.983129925
45,47,948,2.976808337
33,0,920,2.963787827
33,1,"4,468",3.650113164
33,43,79,1.897627091
33,2,"7,475",3.873611197
33,3,"1,188",3.074816441
33,4,660,2.819543936
33,54,3,0.477121255
33,55,1,0
33,57,2,0.301029996
33,5,"1,931",3.285782274
33,6,"4,139",3.616895426
33,7,"3,543",3.549371152
33,8,250,2.397940009
33,9,"16,235",4.210452293
33,10,"69,418",4.841472097
33,11,"5,100",3.707570176
33,12,"7,298",3.863203859
33,13,"1,770",3.247973266
33,52,0,#NUM!
33,14,"2,522",3.401745082
33,15,"15,308",4.184918454
33,16,"15,407",4.187718083
33,17,574,2.758911892
33,61,215,2.33243846
33,18,663,2.821513528
33,19,"6,211",3.793161529
33,20,219,2.340444115
33,21,554,2.743509765
33,22,"1,621",3.209783015
33,23,"11,720",4.068927612
33,24,"1,157",3.063333359
33,48,469,2.671172843
33,56,44,1.643452676
33,25,"1,545",3.188928484
33,53,1,0
33,26,"3,386",3.529686954
33,27,669,2.825426118
33,28,"1,802",3.255754787
33,44,172,2.235528447
33,58,6,0.77815125
33,29,"1,048",3.020361283
33,30,179,2.252853031
33,49,36,1.556302501
33,31,"9,275",3.967313918
33,32,"4,408",3.644241586
33,59,5,0.698970004
33,51,106,2.025305865
33,45,45,1.653212514
33,34,812,2.909556029
33,35,"4,489",3.652149605
33,36,"8,388",3.923658422
33,60,236,2.372912003
33,50,21,1.322219295
33,37,"6,672",3.824256038
33,38,905,2.956648579
33,39,"7,890",3.897077003
33,41,282,2.450249108
33,46,365,2.562292864
33,40,"4,362",3.639685661
33,42,"5,988",3.777281792
33,47,170,2.230448921
34,0,195,2.290034611
34,1,455,2.658011397
34,43,8,0.903089987
34,2,"2,106",3.323458367
34,3,88,1.944482672
34,4,"1,855",3.268343914
34,54,5,0.698970004
34,55,1,0
34,57,4,0.602059991
34,5,477,2.678518379
34,6,909,2.958563883
34,7,986,2.993876915
34,8,34,1.531478917
34,9,385,2.58546073
34,10,"5,585",3.747023177
34,11,317,2.501059262
34,12,"12,674",4.102913703
34,13,30,1.477121255
34,52,0,#NUM!
34,14,254,2.404833717
34,15,"6,628",3.8213825
34,16,"3,717",3.570192561
34,17,165,2.217483944
34,61,51,1.707570176
34,18,23,1.361727836
34,19,252,2.401400541
34,20,67,1.826074803
34,21,86,1.934498451
34,22,420,2.62324929
34,23,"2,072",3.316389751
34,24,209,2.320146286
34,48,35,1.544068044
34,56,4,0.602059991
34,25,161,2.206825876
34,53,1,0
34,26,35,1.544068044
34,27,119,2.075546961
34,28,16,1.204119983
34,44,48,1.681241237
34,58,4,0.602059991
34,29,401,2.603144373
34,30,20,1.301029996
34,49,3,0.477121255
34,31,"1,486",3.172018809
34,32,442,2.645422269
34,59,1,0
34,51,23,1.361727836
34,45,21,1.322219295
34,33,572,2.757396029
34,35,263,2.419955748
34,36,264,2.421603927
34,60,554,2.743509765
34,50,6,0.77815125
34,37,130,2.113943352
34,38,46,1.662757832
34,39,588,2.769377326
34,41,133,2.123851641
34,46,201,2.303196057
34,40,647,2.810904281
34,42,"3,182",3.502700175
34,47,82,1.913813852
35,0,85,1.929418926
35,1,"2,585",3.412460547
35,43,27,1.431363764
35,2,"2,560",3.408239965
35,3,"1,690",3.227886705
35,4,216,2.334453751
35,54,4,0.602059991
35,55,1,0
35,57,2,0.301029996
35,5,398,2.599883072
35,6,976,2.989449818
35,7,833,2.920645001
35,8,95,1.977723605
35,9,"1,066",3.027757205
35,10,"11,753",4.070148736
35,11,443,2.646403726
35,12,"1,792",3.253338005
35,13,100,2
35,52,0,#NUM!
35,14,187,2.271841607
35,15,"4,926",3.692494408
35,16,"2,064",3.314709693
35,17,555,2.744292983
35,61,15,1.176091259
35,18,188,2.274157849
35,19,"2,591",3.413467413
35,20,25,1.397940009
35,21,222,2.346352974
35,22,312,2.494154594
35,23,"7,216",3.858296525
35,24,281,2.44870632
35,48,110,2.041392685
35,56,14,1.146128036
35,25,428,2.631443769
35,53,1,0
35,26,57,1.755874856
35,27,858,2.933487288
35,28,21,1.322219295
35,44,34,1.531478917
35,58,6,0.77815125
35,29,216,2.334453751
35,30,39,1.591064607
35,49,6,0.77815125
35,31,"1,620",3.209515015
35,32,349,2.542825427
35,59,1,0
35,51,153,2.184691431
35,45,64,1.806179974
35,33,"1,572",3.196452542
35,34,168,2.225309282
35,36,796,2.900913068
35,60,134,2.127104798
35,50,15,1.176091259
35,37,780,2.892094603
35,38,272,2.434568904
35,39,877,2.942999593
35,41,43,1.633468456
35,46,370,2.568201724
35,40,"2,419",3.383635868
35,42,"1,974",3.295347148
35,47,51,1.707570176
36,0,791,2.898176483
36,1,"6,034",3.780605306
36,43,227,2.356025857
36,2,"4,336",3.637089274
36,3,525,2.720159303
36,4,"1,047",3.019946682
36,54,1,0
36,55,2,0.301029996
36,57,2,0.301029996
36,5,"2,212",3.344785123
36,6,"6,019",3.779524343
36,7,"22,575",4.353627759
36,8,626,2.796574333
36,9,"4,077",3.610340711
36,10,"21,863",4.339709755
36,11,756,2.878521796
36,12,"3,264",3.51375015
36,13,567,2.753583059
36,52,1,0
36,14,"4,155",3.618571028
36,15,"4,885",3.688864568
36,16,"6,862",3.836450714
36,17,784,2.894316063
36,61,140,2.146128036
36,18,616,2.789580712
36,19,843,2.925827575
36,20,781,2.892651034
36,21,"2,420",3.383815366
36,22,"1,394",3.144262774
36,23,"9,474",3.97653338
36,24,"16,664",4.221779257
36,48,"7,316",3.864273697
36,56,"1,242",3.094121596
36,25,"5,798",3.763278211
36,53,1,0
36,26,"3,474",3.540829814
36,27,549,2.739572344
36,28,931,2.968949681
36,44,909,2.958563883
36,58,3,0.477121255
36,29,337,2.527629901
36,30,40,1.602059991
36,49,"1,114",3.046885191
36,31,"2,076",3.317227349
36,32,862,2.935507266
36,59,8,0.903089987
36,51,149,2.173186268
36,45,774,2.888740961
36,33,"20,154",4.304361254
36,34,253,2.403120521
36,35,"2,670",3.426511261
36,60,"1,545",3.188928484
36,50,166,2.220108088
36,37,"1,606",3.205745541
36,38,153,2.184691431
36,39,"4,182",3.621384028
36,41,58,1.763427994
36,46,"1,791",3.253095586
36,40,"6,251",3.795949499
36,42,"9,622",3.983265353
36,47,507,2.705007959
60,0,"5,081",3.705949195
60,1,98,1.991226076
60,43,"3,453",3.538196578
60,2,765,2.883661435
60,3,8,0.903089987
60,4,719,2.85672889
60,54,252,2.401400541
60,55,21,1.322219295
60,57,41,1.612783857
60,5,"1,460",3.164352856
60,6,564,2.751279104
60,7,"19,067",4.280282367
60,8,6,0.77815125
60,9,480,2.681241237
60,10,"5,928",3.772908195
60,11,566,2.752816431
60,12,608,2.783903579
60,13,6,0.77815125
60,52,327,2.514547753
60,14,288,2.459392488
60,15,"3,191",3.503926804
60,16,"6,045",3.781396305
60,17,61,1.785329835
60,61,"10,798",4.033343323
60,18,9,0.954242509
60,19,481,2.682145076
60,20,"5,816",3.764624398
60,21,"6,864",3.836577275
60,22,716,2.854913022
60,23,589,2.770115295
60,24,"7,607",3.881213416
60,48,203,2.307496038
60,56,10,1
60,25,"8,464",3.927575655
60,53,160,2.204119983
60,26,3,0.477121255
60,27,"1,470",3.167317335
60,28,2,0.301029996
60,44,"10,474",4.02011257
60,58,363,2.559906625
60,29,762,2.881954971
60,30,22,1.342422681
60,49,34,1.531478917
60,31,"2,317",3.364926034
60,32,"1,469",3.167021796
60,59,171,2.23299611
60,51,"3,766",3.575880316
60,45,"2,466",3.391993072
60,33,238,2.376576957
60,34,145,2.161368002
60,35,23,1.361727836
60,36,215,2.33243846
60,50,"1,867",3.271144318
60,37,24,1.380211242
60,38,18,1.255272505
60,39,434,2.63748973
60,41,"5,436",3.735279448
60,46,"2,150",3.33243846
60,40,225,2.352182518
60,42,"14,942",4.174408732
60,47,"1,526",3.183554534
50,0,404,2.606381365
50,1,33,1.51851394
50,43,70,1.84509804
50,2,480,2.681241237
50,3,4,0.602059991
50,4,50,1.698970004
50,54,2,0.301029996
50,55,1,0
50,57,10,1
50,5,177,2.247973266
50,6,284,2.45331834
50,7,144,2.158362492
50,8,7,0.84509804
50,9,26,1.414973348
50,10,659,2.818885415
50,11,67,1.826074803
50,12,95,1.977723605
50,13,10,1
50,52,3,0.477121255
50,14,22,1.342422681
50,15,326,2.5132176
50,16,"1,585",3.200029267
50,17,9,0.954242509
50,61,224,2.350248018
50,18,4,0.602059991
50,19,12,1.079181246
50,20,88,1.944482672
50,21,894,2.951337519
50,22,170,2.230448921
50,23,420,2.62324929
50,24,492,2.691965103
50,48,23,1.361727836
50,56,8,0.903089987
50,25,169,2.227886705
50,53,6,0.77815125
50,26,15,1.176091259
50,27,3,0.477121255
50,28,15,1.176091259
50,44,39,1.591064607
50,58,144,2.158362492
50,29,68,1.832508913
50,30,15,1.176091259
50,49,1,0
50,31,267,2.426511261
50,32,58,1.763427994
50,59,3,0.477121255
50,51,53,1.72427587
50,45,37,1.568201724
50,33,77,1.886490725
50,34,9,0.954242509
50,35,14,1.146128036
50,36,261,2.416640507
50,60,105,2.021189299
50,37,26,1.414973348
50,38,8,0.903089987
50,39,72,1.857332496
50,41,33,1.51851394
50,46,95,1.977723605
50,40,162,2.209515015
50,42,"2,297",3.361160995
50,47,107,2.029383778
37,0,639,2.805500858
37,1,"3,786",3.57818061
37,43,1,0
37,2,"1,501",3.176380692
37,3,321,2.506505032
37,4,120,2.079181246
37,54,4,0.602059991
37,55,1,0
37,57,3,0.477121255
37,5,342,2.534026106
37,6,"1,226",3.08849047
37,7,"3,126",3.494988974
37,8,51,1.707570176
37,9,"9,233",3.965342836
37,10,"17,067",4.232157188
37,11,477,2.678518379
37,12,"1,894",3.277379975
37,13,74,1.86923172
37,52,0,#NUM!
37,14,247,2.392696953
37,15,"4,372",3.640680153
37,16,"5,015",3.700270937
37,17,120,2.079181246
37,61,13,1.113943352
37,18,351,2.545307116
37,19,"4,143",3.617314933
37,20,9,0.954242509
37,21,45,1.653212514
